product_name,product_url,product_type,price,Concern List,Skin Type,ingredients,Concern List_
La Roche-Posay Effaclar Clarifying Lotion 200ml,https://www.lookfantastic.com/la-roche-posay-effaclar-clarifying-lotion-200ml/11091820.html,Toner,£12.50,"['Acne-prone', 'Enlarged pores']",Oily,"['alcohol denat', 'glycerin', 'sodium citrate', 'propylene glycol', 'castor oil', 'disodium edta', 'capryloyl salicylic acid', 'citric acid', 'salicylic acid', 'parfum']","'Acne-prone', 'Enlarged pores'"
La Roche-Posay Serozinc Toner 50ml,https://www.lookfantastic.com/la-roche-posay-serozinc-toner-50ml/11259344.html,Toner,£5.00,"['Acne-prone', 'Enlarged pores']",Oily,"['sodium chloride', 'zinc sulfate']","'Acne-prone', 'Enlarged pores'"
Liz Earle Instant Boost Skin Tonic 200ml Bottle,https://www.lookfantastic.com/liz-earle-instant-boost-skin-tonic-200ml-bottle/12528849.html,Toner,£16.00,['Redness'],Dry,"['aloe barbadenis extract', 'glycerin', 'castor oil', 'tocopherol', 'cucumis sativus extract', 'anthemis nobilis flower water', 'calendula officinalis extract', 'humulus lupulus extract', 'phenoxyethanol', 'panthenol', 'allantoin', 'parfum', 'benzoic acid', 'tocopheryl acetate', 'dehydroacetic acid', 'sodium hydroxide', 'ethylhexyl glycerin', 'linalool', 'limonene', 'citronellol', 'geraniol', 'coumarin', 'citric acid', 'potassium sorbate']",'Redness'
PIXI Retinol Tonic 250ml,https://www.lookfantastic.com/pixi-retinol-tonic-250ml/11883839.html,Toner,£18.00,"['Fine lines/wrinkles (aging)', 'Redness', 'Bags under eyes']",Dry,"['glycerin', 'propanediol', 'methyl gluceth-20', 'peg-8', 'panthenol', 'magnesium ascorbyl phosphate', 'sodium hyaluronate', 'lecithin', 'oenothera biennis flower extract', 'hibiscus rosa-sinensis flower extract', 'sodium acrylates copolymer', 'palmitoyl tripeptide-27', 'hydroxypropyl cyclodextrin', 'retinol', 'phenoxyethanol', 'capric triglyceride', 'jasminum officinale extract', 'lavandula angustifolia', 'eugenia', 'vitis vinifera extract', 'sodium citrate', 'castor oil', 'disodium edta', 'citric acid', 'polysorbate-20', 'ethylhexyl glycerin']"," 'Redness', 'Bags under eyes'"
NIP+FAB Salicylic Fix Tonic XXL Extreme 2% 190ml,https://www.lookfantastic.com/nip-fab-salicylic-fix-tonic-xxl-extreme-2-190ml/12137767.html,Toner,£19.95,"['Acne-prone', 'Enlarged pores', 'Redness']",Dry,"['propylene glycol', 'salicylic acid', 'hamamelis virginiana', 'castor oil', 'glycerin', 'sodium hydroxide', 'propanediol', 'alcohol', 'sodium hydroxymethylglycinate', 'allantoin', 'disodium edta', 'panthenol', 'parfum', 'polygonum bistorta root extract', 'sodium hyaluronate', 'nelumbo nucifera flower extract', 'nymphaea coerulea flower extract']","'Acne-prone', 'Enlarged pores', 'Redness'"
PIXI Milky Tonic 100ml,https://www.lookfantastic.com/pixi-milky-tonic-100ml/12040136.html,Toner,£10.00,['Redness'],Dry,"['glycerin', 'ethylhexyl palmitate', 'dipropylene glycol', 'cetyl ethylhexanoate', 'phenoxyethanol', 'polyglyceryl-10', 'oleate', 'ethylhexyl glycerin', 'castor oil', 'cetearyl', 'isononanoate', 'allantoin', 'ceteareth 20', 'trideceth-10', 'hydrolyzed', 'glycosaminoglycans', 'hydrogenated lecithin', 'glyceryl stearate', 'ceteareth-12', 'cetyl alcohol', 'cetearyl alcohol', 'cetyl palmitate', 'disodium', 'edta', 'parfum', 'citric acid', 'benzoic acid', 'lecithin', 'avena', 'strigosa seed extract']",'Redness'
L'Oréal Paris Fine Flowers Cleansing Toner 400ml,https://www.lookfantastic.com/l-oreal-paris-fine-flowers-cleansing-toner-400ml/11740151.html,Toner,£5.99,['Redness'],Dry,"['glycerin', 'alcohol denat', 'hydroxyethylpiperazine ethane sulfonic acid', 'jasminum officinale extract', 'castor oil', 'rosa gallica extract', 'sorbitol', 'disodium edta', 'propylene glycol', 'caprylyl glycol', 'styrene/acrylates', 'xanthan gum', 'panthenol', 'pentylene glycol', 'phenoxyethanol', 'linalool', 'limonene', 'parfum']",'Redness'
Estée Lauder Perfectly Clean Multi-Action Toning Lotion/Refiner 200ml,https://www.lookfantastic.com/estee-lauder-perfectly-clean-multi-action-toning-lotion-refiner-200ml/11141617.html,Toner,£21.60,"['Acne-prone', 'Enlarged pores', 'Bags under eyes']",Oily,"['alcohol denat', 'glycerin', 'butylene glycol', 'hypnea musciformis (algae) extract', 'gelidiella acerosa extract', 'hamamelis virginiana', 'silybum marianum extract', 'bambusa vulgaris extract', 'pisum sativum extract', 'gentiana lutea (gentian) root extract', 'algae extract', 'oryza sativa bran', 'faex extract', 'sucrose', 'trehalose', 'lactobionic acid', 'castor oil', 'sorbitol', 'caffeinee', 'dipotassium glycyrrhizate', 'biosaccharide', 'ppg-26 buteth-26', 'sodium hyaluronate', 'zinc pca', 'pentylene glycol', 'ppg-5-ceteth-20', 'sodium hydroxide', 'glucosamine hcl', 'parfum', 'phytic acid', 'potassium sorbate', 'disodium edta', 'phenoxyethanol']","'Acne-prone', 'Enlarged pores', 'Bags under eyes'"
Clinique Clarifying Lotion 3 200ml,https://www.lookfantastic.com/clinique-clarifying-lotion-3/11144149.html,Toner,£18.00,"['Acne-prone', 'Enlarged pores']",Oily,"['alcohol denat', 'salicylic acid', 'hamamelis virginiana', 'butylene glycol', 'glycerin', 'trehalose', 'sodium hyaluronate', 'citric acid', 'sodium hydroxide', 'disodium edta', 'bht', 'phenoxyethanol', 'benzophenone-4', 'ci 60725', 'ci 15850', 'ci 15510']","'Acne-prone', 'Enlarged pores'"
Clinique Clarifying Lotion 3 400ml,https://www.lookfantastic.com/clinique-clarifying-lotion-3/11144149.html,Toner,£28.00,"['Acne-prone', 'Enlarged pores']",Oily,"['alcohol denat', 'salicylic acid', 'hamamelis virginiana', 'butylene glycol', 'glycerin', 'trehalose', 'sodium hyaluronate', 'citric acid', 'sodium hydroxide', 'disodium edta', 'bht', 'phenoxyethanol', 'benzophenone-4', 'ci 60725', 'ci 15850', 'ci 15510']","'Acne-prone', 'Enlarged pores'"
Estée Lauder Micro Essence Skin Activating Treatment Lotion Fresh with Sakura Ferment 200ml,https://www.lookfantastic.com/estee-lauder-micro-essence-skin-activating-treatment-lotion-fresh-with-sakura-ferment-200ml/12450416.html,Toner,£79.00,['Bags under eyes'],Dry,"['bifida ferment lysate', 'propanediol', 'butylene glycol', 'glycerin', 'lactobacillus', 'betaine', 'prunus lannesiana flower extract', 'anthemis nobilis flower water', 'laminaria saccharina extract', 'oryza sativa bran', 'caffeinee', 'sodium hyaluronate', 'acetyl hexapeptide-8', 'trehalose', 'acetyl glucosamine', 'glycine soja extract', 'caprylyl glycol', 'peg-75', 'ppg-5-ceteth-20', 'carbomer', 'citric acid', 'pentylene glycol', 'tromethamine', 'disodium edta', 'sodium citrate', 'potassium sorbate', 'phenoxyethanol']",'Bags under eyes'
OSKIA Floral Water Toner 30ml,https://www.lookfantastic.com/oskia-floral-water-toner-30ml/12039717.html,Toner,£14.00,['Redness'],Dry,"['rosa damascena', 'dimethyl sulfone', 'glycerin', 'panthenol', 'hibiscus sabdariffa flower extract', 'daucus carota sativa extract', 'citric acid', 'sodium benzoate', 'potassium sorbate', 'maltodextrin']",'Redness'
First Aid Beauty Ultra Repair Wild Oat Soothing Toner 180ml,https://www.lookfantastic.com/first-aid-beauty-ultra-repair-wild-oat-soothing-toner-180ml/12190346.html,Toner,£19.00,['Redness'],Dry,"['glycerin', 'glycereth-26', 'squalene', 'sorbitan oleate', 'avena strigosa seed extract', 'mel', 'miel)', 'saccharomyces/mel ferment filtrate', 'sodium hyaluronate', 'colloidal oatmeal', 'avena sativa kernel extract', 'propolis extract', 'glycyrrhiza glabra root extract', 'chrysanthemum parthenium (feverfew) extract', 'camellia sinensis extract', 'beta-glucan', 'acrylates/c10-30 alkyl', 'leuconostoc/radish root ferment filtrate', 'xanthan gum', 'ethylhexyl glycerin', 'ethylhexyl salicylate', 'phenoxyethanol', 'sodium hydroxide', 'citric acid', 'potassium sorbate', 'sodium benzoate', 'chlorphenesin', 'sorbic acid', 'benzoic acid']",'Redness'
Garnier Organic Thyme Toner 150ml,https://www.lookfantastic.com/garnier-organic-thyme-toner-150ml/12040264.html,Toner,£5.99,"['Acne-prone', 'Enlarged pores']",Oily,"['alcohol denat', 'hordeum vulgare extract', 'thymus vulgaris leaf extract', 'centaurea cyanus extract', 'arganine', 'cocamidopropyl betaine', 'propanediol', 'caprylyl wheat bran/straw glycosides (from wheat bran)', 'citric acid', 'menthol', 'sodium benzoate', 'salicylic acid', 'linalool', 'limonene']","'Acne-prone', 'Enlarged pores'"
NUXE Lotion Tonique Douce - Gentle Toning Lotion (200ml),https://www.lookfantastic.com/nuxe-lotion-tonique-douce-gentle-toning-lotion-200ml/10618432.html,Toner,£15.00,['Redness'],Dry,"['rosa damascena', 'hamamelis virginiana', 'glycerin', 'parfum', 'benzyl alcohol', 'capryloyl glycine', 'citric acid', 'sodium hydroxide', 'allantoin', 'coco-glucoside', 'tetrasodium edta', 'dehydroacetic acid', 'caprylyl wheat bran/straw glycosides (from wheat bran)', 'sodium hyaluronate', 'linalool']",'Redness'
PIXI Milky Tonic 250ml,https://www.lookfantastic.com/pixi-milky-tonic-250ml/12040116.html,Toner,£18.00,['Redness'],Dry,"['glycerin', 'ethylhexyl palmitate', 'dipropylene glycol', 'cetyl ethylhexanoate', 'phenoxyethanol', 'polyglyceryl-10', 'oleate', 'ethylhexyl glycerin', 'castor oil', 'cetearyl', 'isononanoate', 'allantoin', 'ceteareth 20', 'trideceth-10', 'hydrolyzed', 'glycosaminoglycans', 'hydrogenated lecithin', 'glyceryl stearate', 'ceteareth-12', 'cetyl alcohol', 'cetearyl alcohol', 'cetyl palmitate', 'disodium', 'edta', 'parfum', 'citric acid', 'benzoic acid', 'lecithin', 'avena', 'strigosa seed extract']",'Redness'
GLAMGLOW Supertoner 200ml,https://www.lookfantastic.com/glamglow-supertoner-200ml/12036337.html,Toner,£29.00,"['Acne-prone', 'Enlarged pores']",Oily,"['alcohol denat', 'propanediol', 'mandelic acid', 'glycolic acid', 'salicylic acid', 'lactic acid', 'tartaric acid', 'pyruvic acid', 'charcoal powder', 'eucalyptus globulus', 'eucalyptus globulus', 'hamamelis virginiana', 'algae extract', 'salix alba extract', 'nylon 12', 'aloe barbadenis extract', 'mentha piperita extract', 'sodium hydroxide', 'citric acid', 'parfum', 'limonene', 'linalool', 'disodium edta', 'phenoxyethanol', 'ci 77019', 'titanium dioxide', 'ci 77499']","'Acne-prone', 'Enlarged pores'"
OSKIA Floral Water Toner 150ml,https://www.lookfantastic.com/oskia-floral-water-toner/12039716.html,Toner,£56.00,['Redness'],Dry,"['rosa damascena', 'dimethyl sulfone', 'glycerin', 'panthenol', 'hibiscus sabdariffa flower extract', 'daucus carota sativa extract', 'citric acid', 'sodium benzoate', 'potassium sorbate', 'maltodextrin']",'Redness'
Garnier Natural Rose Water Toner for Sensitive Skin 200ml,https://www.lookfantastic.com/garnier-natural-rose-water-toner-for-sensitive-skin-200ml/12171438.html,Toner,£5.99,"['Acne-prone', 'Enlarged pores']",Oily,"['glycerin', 'alcohol denat', 'rosa damascena', 'sodium hydroxide', 'sodium phytate', 'arganine', 'propanediol', 'caprylyl / capryl glucoside', 'citric acid', 'salicylic acid', 'linalool', 'parfum']","'Acne-prone', 'Enlarged pores'"
NIP+FAB Vitamin C Fix Tonic 100ml,https://www.lookfantastic.com/nip-fab-vitamin-c-fix-tonic-100ml/12192684.html,Toner,£19.95,"['Fine lines/wrinkles (aging)', 'Redness', 'Bags under eyes']",Dry,"['glycerin', 'butylene glycol', 'lactic acid', 'polysorbate-20', 'phenoxyethanol', 'ascorbic acid', 'benzyl alcohol', 'sodium hydroxide', 'parfum', 'disodium edta', 'panthenol', 'sodium sulfite', 'ethylhexyl glycerin', '1-methylhydantoin-2-imide', 'dehydroacetic acid', 'limonene', 'camellia sinensis extract', 'coffea arabica seed extract', 'euterpe oleracea fruit oil', 'garcinia mangostana fruit extract', 'hydrolyzed lycium barbarum extract', 'morinda citrifolia extract', 'punica granatum seed oil']"," 'Redness', 'Bags under eyes'"
Peter Thomas Roth Glycolic Acid 8% Toner,https://www.lookfantastic.com/peter-thomas-roth-glycolic-acid-8-toner/11520699.html,Toner,£34.00,['Redness'],Dry,"['glycolic acid', 'alcohol denat', 'methyl gluceth-20', 'propylene glycol', 'hamamelis virginiana', 'sodium hydroxide', 'glycerin', 'sodium pca', 'aloe barbadenis extract', 'allantoin', 'camellia sinensis extract', 'chamomilla recutita flower oil', 'arganine', 'sodium ascorbyl phosphate', 'lactic acid', 'citric acid', 'polysorbate-20', 'butylene glycol', 'potassium sorbate', 'sodium benzoate', 'benzoic acid', 'phenoxyethanol']",'Redness'
NIP+FAB Retinol Fix Tonic Extreme 100ml,https://www.lookfantastic.com/nip-fab-retinol-fix-tonic-extreme-100ml/12192675.html,Toner,£24.95,['Redness'],Dry,"['glycerin', 'castor oil', 'butylene glycol', 'phenoxyethanol', 'bisabolol', 'benzyl alcohol', 'retinyl palmitate', 'parfum', 'disodium edta', 'panthenol', 'ethylhexyl glycerin', '1-methylhydantoin-2-imide', 'sodium hydroxide', 'dehydroacetic acid', 'carbomer', 'sodium lactate', 'benzyl salicylate', 'polysorbate-20', 'hexyl cinnamal', 'tocopherol', 'linalool', 'palmitoyl tripeptide-1', 'palmitoyl tetrapeptide-7']",'Redness'
Bobbi Brown Extra Treatment Lotion 150ml,https://www.lookfantastic.com/bobbi-brown-extra-treatment-lotion-150ml/11511561.html,Toner,£48.50,['Bags under eyes'],Dry,"['methyl gluceth-20', 'bis-peg-18 methyl ether dimethyl', 'glycerin', 'sucrose', 'glycereth-26', 'pelargonium graveolens extract', 'citrus aurantium amara flower water', 'citrus grandis', 'rosmarinus officinalis extract', 'anthemis nobilis flower water', 'peg-8', 'caffeinee', 'ppg-5-ceteth-20', 'polysorbate-20', 'simmondsia chinensis leaf extract', 'alcaligenes polysaccharides', 'caprylyl glycol', 'sodium pca', 'polyquaternium-51', 'urea', 'trehalose', 'sodium hyaluronate', 'hexylene glycol', 'potassium sorbate', 'disodium edta', 'limonene', 'citronellol', 'geraniol', 'linalool', 'phenoxyethanol']",'Bags under eyes'
Oh K! SOS PH Balancing Gel Toner,https://www.lookfantastic.com/oh-k-sos-ph-balancing-gel-toner/12434723.html,Toner,£12.00,['Redness'],Dry,"['butylene glycol', '1,2-hexanediol', 'carbomer', 'arganine', 'allantoin', 'hydroxyethyl cellulose', 'melaleuca alternifolia leaf extract', 'hamamelis virginiana', 'ethylhexyl glycerin', 'disodium edta']",'Redness'
Holika Holika Good Cera Super Ceramide Toner,https://www.lookfantastic.com/holika-holika-good-cera-super-ceramide-toner/11693545.html,Toner,£19.95,"['Acne-prone', 'Enlarged pores', 'Redness']",Dry,"['butylene glycol', 'glycerin', 'betaine', '1,2-hexanediol', 'diphenylsiloxy phenyl trimethicone', 'triethylhexanoin', 'polyglyceryl-10 myristate', 'glyceryl polymethacrylate', 'aleuritic acid', 'yeast extract', 'glycoproteins', 'sodium hyaluronate', 'polyquaternium-51', 'hydrogenated lecithin', 'capric triglyceride', 'cetearyl alcohol', 'cetearyl glucoside', 'glyceryl stearate', 'stearic acid', 'phytosteryl', 'ceramide np', 'hydrogenated polydecene', 'butyrospermum parkii', 'ceteareth 20', 'glyceryl citrate/lactate/linoleate/oleate', 'hydroxypropyl bispalmitamide mea', 'glycosphingolipids', 'ceramide ap', 'ceramide eop', 'limnanthes alba seed oil', 'glycine soja extract', 'ethylhexyl isononanoate', 'polysorbate-20', 'acrylates/c10-30 alkyl', 'tromethamine', 'alteromonas extract', 'bacillus ferment', 'panthenol', 'dipropylene glycol', 'lavandula angustifolia', 'citrus grandis', 'cymbopogon citratus oil', 'pelargonium graveolens extract', 'citrus aurantium dulcis', 'pogostemon cablin flower extract', 'sandalwood', 'chamomilla recutita flower oil', 'glycerylamidoethyl methacrylate/stearyl methacrylate copolymer', 'xanthan gum', 'theobroma cacao extract', 'propylene glycol', 'niacinamide', 'allantoin', 'disodium edta', 'ethylhexyl glycerin']","'Acne-prone', 'Enlarged pores', 'Redness'"
Holika Holika Aloe Soothing Essence 98% Toner,https://www.lookfantastic.com/holika-holika-aloe-soothing-essence-98-toner/12061936.html,Toner,£20.95,['Redness'],Dry,"['1,2-hexanediol', 'methylpropanediol', 'glycereth-26', 'aloe barbadenis extract', 'ectoin', 'aloe barbadenis extract', 'allantoin', 'melissa officinalis leaf oil', 'centella asiatica extract', 'dioscorea japonica root extract', 'laminaria japonica extract', 'propanediol', 'succinoglycan', 'polyglyceryl-10 laurate', 'pentylene glycol', 'xylitol', 'glycerin', 'disodium edta', 'ethylhexyl glycerin', 'sodium benzoate', 'citric acid', 'parfum']",'Redness'
Mavala Clean & Comfort Caress Toning Lotion 200ml,https://www.lookfantastic.com/mavala-clean-comfort-caress-toning-lotion-200ml/11484410.html,Toner,£10.00,['Redness'],Dry,"['butylene glycol', 'glycerin', 'aloe barbadenis extract', 'malva sylvestris extract', 'allantoin', 'citric acid', 'disodium edta', 'disodium phosphate', 'glyceryl stearate', 'maltodextrin', 'methylcellulose', 'castor oil', 'polysorbate 65', 'ppg-26 buteth-26', 'simethicone', 'sodium hydroxide', 'parfum', 'ethylparaben', 'methylparaben', 'phenoxyethanol', 'potassium sorbate', 'propylparaben', 'ci 14700']",'Redness'
Mavala Pore Detox Perfecting Toning Lotion 200ml,https://www.lookfantastic.com/mavala-pore-detox-perfecting-toning-lotion-200ml/11484407.html,Toner,£10.00,['Redness'],Dry,"['hamamelis virginiana', 'butylene glycol', 'alcohol denat', 'mel cocoates', 'alcohol', 'epilobium fleischeri extract', 'malva sylvestris extract', 'allantoin', 'aloe barbadenis extract', 'citric acid', 'disodium phosphate', 'ethylhexyl glycerin', 'glycerin', 'glyceryl stearate', 'lactobacillus', 'maltodextrin', 'methylcellulose', 'castor oil', 'polysorbate 65', 'ppg-26 buteth-26', 'simethicone', 'parfum', 'phenoxyethanol', 'ci 42090', 'ci 19140']",'Redness'
MÁDARA Clarifying Toner 200ml,https://www.lookfantastic.com/madara-clarifying-toner-200ml/11328743.html,Toner,£17.00,"['Acne-prone', 'Enlarged pores']",Oily,"['alcohol', 'rosa damascena', 'acorus calamus (sweet flag) root extract', 'betaine glycerin', 'cucumis sativus extract', 'quercus robur (oak) bark extract', 'salvia officinalis', 'salicylic acid']","'Acne-prone', 'Enlarged pores'"
Avant Skincare Proactive Mandelic Acid Restoring and Anti-Pollution Toner 200ml,https://www.lookfantastic.com/avant-skincare-proactive-mandelic-acid-restoring-and-anti-pollution-toner-200ml/12542198.html,Toner,£76.00,"['Acne-prone', 'Enlarged pores', 'Redness']",Oily,"['allantoin', 'diglycerin', 'ethylhexyl glycerin', 'glycerin', 'hydrolyzed wheat protein', 'lactic acid', 'lysine', 'mandelic acid', 'parfum', 'pca', 'phenoxyethanol', 'polysorbate-20', 'potassium sorbate', 'saccharomyces/copper ferment', 'saccharomyces/iron ferment', 'saccharomyces/magnesium ferment', 'saccharomyces/silicon ferment', 'saccharomyces/zinc ferment', 'sodium pca', 'sorbitol', 'urea']","'Acne-prone', 'Enlarged pores', 'Redness'"
Garnier Natural Aloe Extract Toner for Normal Skin 200ml,https://www.lookfantastic.com/garnier-natural-aloe-extract-toner-for-normal-skin-200ml/12171435.html,Toner,£12.99,"['Acne-prone', 'Enlarged pores']",Oily,"['alcohol denat', 'glycerin', 'aloe barbadenis extract', 'sodium hydroxide', 'sodium phytate', 'caprylyl / capryl glucoside', 'salicylic acid', 'parfum']","'Acne-prone', 'Enlarged pores'"
StriVectin Tri-Phase Daily Glow Toner 147ml,https://www.lookfantastic.com/strivectin-tri-phase-daily-glow-toner-147ml/12024345.html,Toner,£29.00,"['Acne-prone', 'Enlarged pores']",Oily,"['dimethicon', 'squalene', 'hexylene glycol', 'butylene glycol', 'sodium chloride', 'glycerin', 'sodium hyaluronate', 'myristyl nicotinate', 'glycyrrhiza uralensis (licorice) root extract', 'daucus carota sativa extract', 'rice amino acids', 'diglucosyl gallic acid', 'beta-carotene', 'jania rubens extract', 'glycine soja extract', 'boswellia serrata plant extract', 'mandelic acid', 'leuconostoc/radish root ferment filtrate', 'malic acid', 'sodium carrageenan', 'lactic acid', 'bacillus/maris sal ferment filtrate', 'disodium edta', 'mel', 'salicylic acid', 'aminomethyl propanol', 'citric acid', 'ethylhexyl glycerin', 'tocopherol', 'dipropylene glycol', 'pentylene glycol', 'parfum', 'cetrimonium chloride', 'phenoxyethanol', 'benzoic acid', 'benzyl benzoate', 'geraniol', 'benzyl salicylate', 'citronellol', 'citral', 'limonene', 'linalool', 'benzyl alcohol', 'ci 42090', 'ci 17200']","'Acne-prone', 'Enlarged pores'"
Holika Holika Prime Youth Black Snail Repair Toner,https://www.lookfantastic.com/holika-holika-prime-youth-black-snail-repair-toner/11693554.html,Toner,£39.95,"['Acne-prone', 'Enlarged pores']",Oily,"['snail secretion filtrate', 'butylene glycol', 'alcohol denat', 'glycereth-26', 'niacinamide', 'dipropylene glycol', 'portulaca oleracea extract', 'glycerin', 'peg-7 capric triglyceride', 'beta-glucan', 'peg-32', 'castor oil', 'tromethamine', 'carbomer', 'punica granatum seed oil', 'panax ginseng root extract', 'canola oil', 'yeast extract', 'glycine soja extract', 'pearl extract', 'caprylhydroxamic acid', 'caprylyl glycol', 'adenosine', 'disodium edta', 'sodium hyaluronate', 'phenoxyethanol', 'sodium benzoate', 'potassium sorbate', 'parfum']","'Acne-prone', 'Enlarged pores'"
RENU Soft Touch Toner 180ml,https://www.lookfantastic.com/renu-soft-touch-toner-180ml/10556721.html,Toner,£29.95,['Redness'],Dry,"['aloe barbadenis extract', 'glycerin', 'phenoxyethanol', 'castor oil', 'biosaccharide', 'sodium hyaluronate', 'panthenol', 'sodium ascorbyl phosphate', 'parfum', 'linalool', 'limonene', 'benzyl benzoate', 'farnesol', 'geraniol', 'benzyl salicylate', 'glyceryl acrylate/acrylic acid copolymer', 'xanthan gum', 'disodium edta', 'trideceth-9', 'potassium sorbate', 'ethylhexyl glycerin']",'Redness'
Holika Holika AC MILD Toner,https://www.lookfantastic.com/holika-holika-ac-mild-toner/12061928.html,Toner,£19.95,['Redness'],Dry,"['alcohol', 'propanediol', 'amaranthus caudatus seed extract', 'pentylene glycol', 'ulmus davidiana root extract', 'phenoxyethanol', 'ceramide np', 'centella asiatica extract', 'ficus carica fruit extract', 'hydrogenated lecithin', 'chrysanthemum morifolium flower extract', 'pyrus malus flower extract', 'sodium citrate', 'laurus nobilis leaf extract', 'mentha piperita extract', 'eruca sativa leaf extract', 'ethylhexyl glycerin', 'citric acid', 'disodium edta', 'parfum', 'castor oil', 'citrus aurantium dulcis', 'butylene glycol', 'citrus limon juice extract', 'citrus aurantium bergamia', 'cymbopogon schoenanthus oil', 'cymbopogon nardus oil', 'geranium maculatum oil']",'Redness'
First Aid Beauty KP Bump Eraser Body Scrub with 10% AHA 226ml,https://www.lookfantastic.com/first-aid-beauty-kp-bump-eraser-body-scrub-with-10-aha-226ml/12208246.html,Exfoliator,£22.00,['Redness'],Dry,"['pumice', 'glycolic acid', 'sodium cocoyl isethionate', 'lactic acid', 'dimethicon', 'stearic acid', 'cetearyl alcohol', 'sodium hydroxide', 'palmitic acid', 'glycerin', 'c12-15', 'sorbitol', 'colloidal oatmeal', 'tocopherol', 'chrysanthemum parthenium (feverfew) extract', 'camellia sinensis extract', 'glycyrrhiza glabra root extract', 'salix nigra bark extract', 'bisabolol', 'hydrogenated coconut acid', 'xanthan gum', 'steareth-20', 'steareth-21', 'myristic acid', 'sodium isethionate', 'phenoxyethanol', 'potassium sorbate', 'sodium benzoate', 'leuconostoc/radish root ferment filtrate', 'edta']",'Redness'
Liz Earle Gentle Face Exfoliator 70ml Pump,https://www.lookfantastic.com/liz-earle-gentle-face-exfoliator-70ml-pump/12528875.html,Exfoliator,£16.50,['Redness'],Dry,"['capric triglyceride', 'theobroma cacao extract', 'simmondsia chinensis leaf extract', 'cetearyl alcohol', 'cetyl esters', 'glycerin', 'cera alba', 'polysorbate 60', 'sorbitan stearate', 'eucalyptus globulus', 'prunus amygdalus dulcis', 'phenoxyethanol', 'panthenol', 'benzoic acid', 'dehydroacetic acid', 'limonene', 'ethylhexyl glycerin', 'sodium hydroxide']",'Redness'
Avene Gentle Exfoliating Scrub 75ml,https://www.lookfantastic.com/avene-gentle-exfoliating-scrub-75ml/11491747.html,Exfoliator,£13.00,"['Acne-prone', 'Enlarged pores']",Oily,"['glycerin', 'pentylene glycol', 'hydroxyethyl acrylate/sodium acryloyldimethyl taurate', 'niacinamide', 'cellulose acetate', 'ascorbyl palmitate', 'cetrimonium bromide', 'citric acid', 'coco-glucoside', 'parfum', 'glyceryl oleate', 'hydrogenated palm glycerides citrate', 'simmondsia chinensis leaf extract', 'lecithin', 'polysorbate 60', 'ci 73360', 'sodium salicylate', 'sorbitan isostearate', 'talc', 'tocopherol', 'trisodium ethylenediamine disuccinate', 'zinc gluconate']","'Acne-prone', 'Enlarged pores'"
Clinique Exfoliating Scrub 100ml,https://www.lookfantastic.com/clinique-exfoliating-scrub-100ml/11144734.html,Exfoliator,£21.00,"['Acne-prone', 'Enlarged pores']",Oily,"['glyceryl stearate', 'silica', 'hexylene glycol', 'disodium cocoamphodiacetate', 'disodium oleamido mipa-sulfosuccinate', 'magnesium aluminum silicate', 'salicylic acid', 'stearamidoethyl diethylamine', 'oleamide mipa', 'trisodium sulfosuccinate', 'sodium sulfate', 'phenoxyethanol', 'methylisothiazolinone', 'titanium dioxide']","'Acne-prone', 'Enlarged pores'"
JASON Brightening Apricot Scrubble (128ml),https://www.lookfantastic.com/jason-brightening-apricot-scrubble-113g/10546512.html,Exfoliator,£5.99,['Redness'],Dry,"['cocamidopropyl betaine', 'glyceryl stearate se', 'cetyl alcohol', 'juglans regia (walnut) shell powder', 'glycerin', 'stearic acid', 'aloe barbadenis extract', 'calendula officinalis extract', 'chamomilla recutita flower oil', 'prunus armeniaca fruit extract', 'simmondsia chinensis leaf extract', 'allantoin', 'steareth-20', 'xanthan gum', 'alcohol', 'phenoxyethanol', 'potassium sorbate', 'sodium benzoate', 'parfum']",'Redness'
Frank Body Original Face Scrub Pouch,https://www.lookfantastic.com/frank-body-original-face-scrub-pouch/12488227.html,Exfoliator,£4.95,"['Acne-prone', 'Enlarged pores']",Oily,"['kaolin', 'bambusa arundinacea stem extract', 'cetearyl olivate', 'coffea arabica seed extract', 'juglans regia (walnut) shell powder', 'sorbitan olivate', 'sodium lauroyl', 'vitis vinifera extract', 'glycerin', 'mel', 'prunus amygdalus dulcis', 'benzyl alcohol', 'xanthan gum', 'butyrospermum parkii', 'cocos nucifera fruit extract', 'theobroma cacao extract', 'olus oil', 'potassium sorbate', 'citric acid', 'carrageenan', 'tocopherol', 'dehydroacetic acid', 'rosa canina flower oil', 'glycine soja extract', 'sodium methyl isethionate', 'lauric acid', 'zinc laurate', 'sodium laurate']","'Acne-prone', 'Enlarged pores'"
NIP+FAB Glycolic Fix Exfoliating Mask 18g,https://www.lookfantastic.com/nip-fab-glycolic-fix-exfoliating-mask-18g/11567218.html,Exfoliator,£7.00,['Redness'],Dry,"['dipropylene glycol', 'glycerin', 'glycolic acid', 'arganine', 'hydroxyethyl cellulose', 'butylene glycol', 'paeonia suffruticosa extract', 'centella asiatica extract', '1,2-hexanediol', 'panthenol', 'castor oil', 'chamomilla recutita flower oil', 'glyceryl caprylate', 'sodium lactate', 'ethylhexyl glycerin', 'disodium edta', 'parfum', 'pantolactone', 'sodium hyaluronate']",'Redness'
